id,AutoInstall,Category,Description,DirectDownloadLink,HomePage,Icon,InstallParameters,Name,OSArch,OSVersion,PackageName,Selected,SoftwareType,SoftwareVersion,User
30,NO,VHJ1eSBj4bqtcCB2w6AgaOG7lyB0cuG7oyB04burIHhh|UmVtb3RlIGFjY2VzcyBhbmQgc3VwcG9ydA,VGVhbXZpZXdlciBsw6AgbeG7mXQgcGjhuqduIG3hu4FtIMSRxrDhu6NjIG5nxrDhu51pIGTDuW5nIMSRw6FuaCBnacOhIHLhuqV0IGNhbyB0cm9uZyBsxKluaCB24buxYyBr4bq/dCBu4buRaSwgbGnDqm4gbOG6oWMgZ2nhu69hIGPDoWMgdGhp4bq/dCBi4buLIHThu6sgeGE|VGVhbXZpZXdlciBpcyBhIHNvZnR3YXJlIHRoYXQgaXMgaGlnaGx5IGFwcHJlY2lhdGVkIGJ5IHVzZXJzIGluIHRoZSBmaWVsZCBvZiBjb25uZWN0aW9uIGFuZCBjb21tdW5pY2F0aW9uIGJldHdlZW4gcmVtb3RlIGRldmljZXM,https://download.teamviewer.com/download/TeamViewer_Setup_x64.exe,https://www.teamviewer.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/teamviewer.ico,/S,TeamViewer 64Bit,X64|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,TeamViewer_Setup_x64.exe,NO,Installer,15.51.6,Admin
31,NO,VHJ1eSBj4bqtcCB2w6AgaOG7lyB0cuG7oyB04burIHhh|UmVtb3RlIGFjY2VzcyBhbmQgc3VwcG9ydA,VGVhbXZpZXdlciBsw6AgbeG7mXQgcGjhuqduIG3hu4FtIMSRxrDhu6NjIG5nxrDhu51pIGTDuW5nIMSRw6FuaCBnacOhIHLhuqV0IGNhbyB0cm9uZyBsxKluaCB24buxYyBr4bq/dCBu4buRaSwgbGnDqm4gbOG6oWMgZ2nhu69hIGPDoWMgdGhp4bq/dCBi4buLIHThu6sgeGE|VGVhbXZpZXdlciBpcyBhIHNvZnR3YXJlIHRoYXQgaXMgaGlnaGx5IGFwcHJlY2lhdGVkIGJ5IHVzZXJzIGluIHRoZSBmaWVsZCBvZiBjb25uZWN0aW9uIGFuZCBjb21tdW5pY2F0aW9uIGJldHdlZW4gcmVtb3RlIGRldmljZXM,https://download.teamviewer.com/download/TeamViewer_Setup.exe,https://www.teamviewer.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/teamviewer.ico,/S,TeamViewer 32Bit,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,TeamViewer_Setup.exe,NO,Installer,15.51.6,Admin
32,NO,Rm9udA|Rm9udA,RnVsbCBWaWV0bmFtZXNlIEZvbnQgUGFjayBz4bq9IGN1bmcgY+G6pXAgY2hvIGPDoWMgYuG6oW4gdOG6pXQgY+G6oyBuaOG7r25nIGZvbnQgY2jhu68gdGnhur9uZyBWaeG7h3QgcGjhu5UgYmnhur9uIG5o4bqldCBoaeG7h24gbmF5|RnVsbCBWaWV0bmFtZXNlIEZvbnQgUGFjayB3aWxsIHByb3ZpZGUgeW91IHdpdGggYWxsIHRoZSBtb3N0IHBvcHVsYXIgVmlldG5hbWVzZSBmb250cyB0b2RheQ,https://fontchu.com/font/categories/allfont/Unicodeall.zip|http://fontchu.com/font/categories/allfont/750FontVNI.zip|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Full Vietnamese Font Pack/Full Vietnamese Font Pack.a3x,https://fontchu.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Font-Full-32.ico,,Full Vietnamese Font Pack,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,Unicodeall.zip,NO,Installer,1,Admin
33,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0Lk5FVCBGcmFtZXdvcmsgNC44IGPhu6dhIE1pY3Jvc29mdCBsw6AgbeG7mXQgbuG7gW4gdOG6o25nIGzhuq1wIHRyw6xuaCB04bqtcCBo4bujcCBjw6FjIHRoxrAgdmnhu4duIGzhuq1wIHRyw6xuaCBjw7MgdGjhu4MgxJHGsOG7o2MgY8OgaSB0aMOqbSBob+G6t2MgxJHDoyBjw7Mgc+G6tW4gdHJvbmcgY8OhYyBo4buHIMSRaeG7gXUgaMOgbmggV2luZG93cy4|TWljcm9zb2Z0J3MgTWljcm9zb2Z0Lk5FVCBGcmFtZXdvcmsgNC44IGlzIGEgcHJvZ3JhbW1pbmcgcGxhdGZvcm0gdGhhdCBjb2xsZWN0cyBwcm9ncmFtbWluZyBsaWJyYXJpZXMgdGhhdCBjYW4gYmUgaW5zdGFsbGVkIG9yIGFyZSBhbHJlYWR5IGF2YWlsYWJsZSBpbiBXaW5kb3dzIG9wZXJhdGluZyBzeXN0ZW1zLg,https://go.microsoft.com/fwlink/?linkid=2088631,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-NET-Framework.ico,/passive /AcceptEULA /norestart,.NET Framework 4,8,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,ndp48-x86-x64-allos-enu.exe,NO,Installer,1,Admin
34,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0Lk5FVCBGcmFtZXdvcmsgMy41IGPhu6dhIE1pY3Jvc29mdCBsw6AgbeG7mXQgbuG7gW4gdOG6o25nIGzhuq1wIHRyw6xuaCB04bqtcCBo4bujcCBjw6FjIHRoxrAgdmnhu4duIGzhuq1wIHRyw6xuaCBjw7MgdGjhu4MgxJHGsOG7o2MgY8OgaSB0aMOqbSBob+G6t2MgxJHDoyBjw7Mgc+G6tW4gdHJvbmcgY8OhYyBo4buHIMSRaeG7gXUgaMOgbmggV2luZG93cy4|TWljcm9zb2Z0J3MgTWljcm9zb2Z0Lk5FVCBGcmFtZXdvcmsgMy41IGlzIGEgcHJvZ3JhbW1pbmcgcGxhdGZvcm0gdGhhdCBjb2xsZWN0cyBwcm9ncmFtbWluZyBsaWJyYXJpZXMgdGhhdCBjYW4gYmUgaW5zdGFsbGVkIG9yIGFyZSBhbHJlYWR5IGF2YWlsYWJsZSBpbiBXaW5kb3dzIG9wZXJhdGluZyBzeXN0ZW1zLg,https://go.microsoft.com/fwlink/?linkid=2186537,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-NET-Framework.ico,/passive /AcceptEULA /norestart,.NET Framework 3,5,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,dotnetfx35.exe,NO,Installer,1,Admin
35,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://aka.ms/vs/17/release/vc_redist.x86.exe,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q /norestart,Visual Studio 2015-17-19-22 32Bit,X86|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vc_redist.x86.exe,NO,Installer,14.38.33135.0,Admin
36,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://aka.ms/vs/17/release/vc_redist.x64.exe,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q /norestart,Visual Studio 2015-17-19-22 64Bit,X64|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vc_redist.x64.exe,NO,Installer,14.38.33135.0,Admin
37,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://aka.ms/highdpimfc2013x86enu,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q /norestart,Visual Studio 2013 32Bit,X86|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vcredist_x86.exe,NO,Installer,12.0.40664.0,Admin
38,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://aka.ms/highdpimfc2013x64enu,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q /norestart,Visual Studio 2013 64Bit,X64|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vcredist_x64.exe,NO,Installer,12.0.40664.0,Admin
39,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://download.microsoft.com/download/1/6/B/16B06F60-3B20-4FF2-B699-5E9B7962F9AE/VSU_4/vcredist_x86.exe,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q /norestart,Visual Studio 2012 32Bit,X86|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vcredist_x86.exe,NO,Installer,11.0.61030.0,Admin
40,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://download.microsoft.com/download/1/6/B/16B06F60-3B20-4FF2-B699-5E9B7962F9AE/VSU_4/vcredist_x64.exe,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q /norestart,Visual Studio 2012 64Bit,X64|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vcredist_x64.exe,NO,Installer,11.0.61030.0,Admin
41,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://download.microsoft.com/download/1/6/5/165255E7-1014-4D0A-B094-B6A430A6BFFC/vcredist_x86.exe,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q /norestart,Visual Studio 2010 32Bit,X86|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vcredist_x86.exe,NO,Installer,10.0.40219.325,Admin
42,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://download.microsoft.com/download/1/6/5/165255E7-1014-4D0A-B094-B6A430A6BFFC/vcredist_x64.exe,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q /norestart,Visual Studio 2010 64Bit,X64|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vcredist_x64.exe,NO,Installer,10.0.40219.325,Admin
43,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://download.microsoft.com/download/5/D/8/5D8C65CB-C849-4025-8E95-C3966CAFD8AE/vcredist_x86.exe,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q /norestart,Visual Studio 2008 32Bit,X86|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vcredist_x86.exe,NO,Installer,9.0.30729.5677,Admin
44,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://download.microsoft.com/download/5/D/8/5D8C65CB-C849-4025-8E95-C3966CAFD8AE/vcredist_x64.exe,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q /norestart,Visual Studio 2008 64Bit,X64|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vcredist_x64.exe,NO,Installer,9.0.30729.5677,Admin
45,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://download.microsoft.com/download/8/B/4/8B42259F-5D70-43F4-AC2E-4B208FD8D66A/vcredist_x86.EXE,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q,Visual Studio 2005 32Bit,X86|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vcredist_x86.EXE,NO,Installer,8,Admin
46,NO,VGjGsCB2aeG7h24gdGnDqnUgY2h14bqpbg|RnJhbWV3b3JrIExpYnJhcnk,TWljcm9zb2Z0IFZpc3VhbCBDKysgbMOgIG3hu5l0IHPhuqNuIHBo4bqpbSBNw7RpIHRyxrDhu51uZyBwaMOhdCB0cmnhu4NuIHTDrWNoIGjhu6NwIGNobyBjw6FjIG5nw7RuIG5n4buvIGzhuq1wIHRyw6xuaCBDLCBDKyssIHbDoCBDKysvQ0xJIGPhu6dhIE1pY3Jvc29mdA|TWljcm9zb2Z0IFZpc3VhbCBDKysgaXMgYW4gSW50ZWdyYXRlZCBEZXZlbG9wbWVudCBFbnZpcm9ubWVudCBwcm9kdWN0IGZvciBNaWNyb3NvZnQncyBDLCBDKyssIGFuZCBDKysvQ0xJIHByb2dyYW1taW5nIGxhbmd1YWdlcy4,https://download.microsoft.com/download/8/B/4/8B42259F-5D70-43F4-AC2E-4B208FD8D66A/vcredist_x64.EXE,https://microsoft.com,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Microsoft-Visual-C-Redistributable.ico,/Q,Visual Studio 2005 64Bit,X64|,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,vcredist_x64.EXE,NO,Installer,8,Admin
47,NO,xJBhIHBoxrDGoW5nIHRp4buHbg|TXVsdGlNZWRpYQ,Sy1MaXRlIENvZGVjIFBhY2sgbMOgIG3hu5l0IGLhu5kgc8awdSB04bqtcCBjw6FjIGNvZGVjIMOibSB0aGFuaCB2w6AgdmlkZW8gY2hvIE1pY3Jvc29mdCBXaW5kb3dzIGNobyBwaMOpcCBo4buHIMSRaeG7gXUgaMOgbmggdsOgIHBo4bqnbiBt4buBbSBj4bunYSBwaMOhdCBjw6FjIMSR4buLbmggZOG6oW5nIMOibSB0aGFuaCB2w6AgdmlkZW8ga2jDoWMgbmhhdSB0aMaw4budbmcga2jDtG5nIMSRxrDhu6NjIGjhu4cgxJFp4buBdSBow6BuaCBo4buXIHRy4buj|Sy1MaXRlIENvZGVjIFBhY2sgaXMgYSBjb2xsZWN0aW9uIG9mIGF1ZGlvIGFuZCB2aWRlbyBjb2RlY3MgZm9yIE1pY3Jvc29mdCBXaW5kb3dzIHRoYXQgYWxsb3dzIHRoZSBvcGVyYXRpbmcgc3lzdGVtIGFuZCBpdHMgc29mdHdhcmUgdG8gcGxheSB2YXJpb3VzIGF1ZGlvIGFuZCB2aWRlbyBmb3JtYXRzIG5vdCBub3JtYWxseSBzdXBwb3J0ZWQgYnkgdGhlIG9wZXJhdGluZyBzeXN0ZW0,https://files2.codecguide.com/K-Lite_Codec_Pack_1820_Standard.exe,https://codecguide.com/,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/K-Lite.ico,/verysilent /norestart,K-Lite Codec Pack Standard,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8|WIN_7,K-Lite_Codec_Pack_1820_Standard.exe,NO,Installer,18.2.0,Admin
48,NO,VGnhu4duIMOtY2ggaOG7hyB0aOG7kW5n|U3lzdGVtIHV0aWxpdGllcw,V2luZG93cyBVcGRhdGUgQmxvY2tlciBsw6AgbeG7mXQgcGjhuqduIG3hu4FtIG1p4buFbiBwaMOtIGdpw7pwIGLhuqFuIHbDtCBoaeG7h3UgaMOzYSBob8OgbiB0b8OgbiBob+G6t2Mga8OtY2ggaG/huqF0IEPhuq1wIG5o4bqtdCBU4buxIMSR4buZbmcgdHLDqm4gaOG7hyB0aOG7kW5nIFdpbmRvd3MgY+G7p2EgYuG6oW4sIGNo4buJIGLhurFuZyBt4buZdCBs4bqnbiBi4bqlbSBuw7p0|V2luZG93cyBVcGRhdGUgQmxvY2tlciBpcyBhIGZyZWUgc29mdHdhcmUgdGhhdCBoZWxwcyB5b3UgY29tcGxldGVseSBkaXNhYmxlIG9yIGVuYWJsZSBBdXRvbWF0aWMgVXBkYXRlcyBvbiB5b3VyIFdpbmRvd3Mgc3lzdGVtLCB3aXRoIGp1c3QgdGhlIGNsaWNrIG9mIGEgYnV0dG9u,https://www.sordum.org/files/downloads.php?st-windows-update-blocker|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Windows Update Blocker/Windows Update Blocker.a3x,https://www.sordum.org,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/Windows-Update-Blocker.ico,,Windows Update Blocker,X86|X64,WIN_11|WIN_10,Wub_v1.8.zip,NO,Portable,1.8,Admin
49,NO,VGnhu4duIMOtY2ggaOG7hyB0aOG7kW5n|U3lzdGVtIHV0aWxpdGllcw,TeG7mXQgY8O0bmcgY+G7pSDEkcaw4bujYyBz4butIGThu6VuZyDEkeG7gyBsb+G6oWkgYuG7jy92w7QgaGnhu4d1IGjDs2EgV2luZG93cyBEZWZlbmRlciB0cm9uZyBXaW5kb3dzIDgueCwgV2luZG93cyAxMCAobeG7jWkgcGhpw6puIGLhuqNuKSB2w6AgV2luZG93cyAxMS4|QSB0b29sIHdoaWNoIGlzIHVzZXMgdG8gcmVtb3ZlL2Rpc2FibGUgV2luZG93cyBEZWZlbmRlciBpbiBXaW5kb3dzIDgueCwgV2luZG93cyAxMCAoZXZlcnkgdmVyc2lvbikgYW5kIFdpbmRvd3MgMTEu,https://github.com/ionuttbara/windows-defender-remover/archive/refs/heads/main.zip|https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/SoftScript/Defender Remover-Disabler/Defender Remover-Disabler.a3x,https://github.com/ionuttbara/windows-defender-remover,https://raw.githubusercontent.com/tekdt/TekDTTool4AutoInstallSoft_Release/main/Icons/windows-defender-remover.ico,,Defender Remover-Disabler,X86|X64,WIN_11|WIN_10|WIN_81|WIN_8,windows-defender-remover-main.zip,NO,Portable,12.7.2,Admin
